Unnamed: 0,name,localidad,latitude,longitude,type,color
298,Br. Madelena,CIUDAD BOLIVAR,4.588433,-74.161033,Paradas SITP,#FDF202
299,Br. El Tunal,TUNJUELITO,4.574043,-74.137605,Paradas SITP,#FDF202
300,Br. Bello Horizonte,SAN CRISTOBAL,4.562704,-74.096101,Paradas SITP,#FDF202
301, Santa Fe,LOS MARTIRES,4.615579,-74.080173,Paradas SITP,#FDF202
302,Avenida Calle 170,USAQUEN,4.750563,-74.044063,Paradas SITP,#FDF202
303,Aures I,SUBA,4.733978,-74.093902,Paradas SITP,#FDF202
304,Homecenter,ENGATIVA,4.681921,-74.116343,Paradas SITP,#FDF202
305,Br. Rincón De Modelia,FONTIBON,4.67132,-74.125775,Paradas SITP,#FDF202
306,Br. Saucedal,KENNEDY,4.635093,-74.162176,Paradas SITP,#FDF202
307,CAI Las Delicias,KENNEDY,4.598841,-74.145087,Paradas SITP,#FDF202
308,Br. El Ensueño,CIUDAD BOLIVAR,4.587374,-74.161016,Paradas SITP,#FDF202
309,Pq. El Tunal,TUNJUELITO,4.573881,-74.137474,Paradas SITP,#FDF202
310,Br. Villa de Los Alpes,SAN CRISTOBAL,4.562146,-74.097086,Paradas SITP,#FDF202
311,Urb. La Chucua,SUBA,4.733902,-74.09362,Paradas SITP,#FDF202
312,Avenida Calle 134,USAQUEN,4.7169,-74.047082,Paradas SITP,#FDF202
313,Carrera 62,SUBA,4.754884,-74.058365,Paradas SITP,#FDF202
314,Br. Quirigua,ENGATIVA,4.713226,-74.09804,Paradas SITP,#FDF202
315,Centro Empresarial Dorado Plaza,FONTIBON,4.675421,-74.122492,Paradas SITP,#FDF202
316,Br. El Ejido,PUENTE ARANDA,4.626206,-74.100677,Paradas SITP,#FDF202
317,Estación Patio Bonito,KENNEDY,4.635139,-74.162563,Paradas SITP,#FDF202
318,Br. Nuevo San Andrés,USME,4.526694,-74.11962,Paradas SITP,#FDF202
319,Br. Las Guacamayas,SAN CRISTOBAL,4.558433,-74.098675,Paradas SITP,#FDF202
320,Br. El Vergel,LOS MARTIRES,4.5996,-74.095409,Paradas SITP,#FDF202
321,Club El Country,USAQUEN,4.713825,-74.047507,Paradas SITP,#FDF202
322,Jugos California,ENGATIVA,4.684582,-74.114163,Paradas SITP,#FDF202
323,Br. Patio Bonito,KENNEDY,4.638102,-74.159431,Paradas SITP,#FDF202
324,Br. Verona,CIUDAD BOLIVAR,4.57692,-74.155384,Paradas SITP,#FDF202
325,CAI Candelaria,CIUDAD BOLIVAR,4.572736,-74.15228,Paradas SITP,#FDF202
326,Br. Santa Marta,USME,4.526745,-74.119448,Paradas SITP,#FDF202
327,Br. Alcaparros de Suba,SUBA,4.736321,-74.101079,Paradas SITP,#FDF202
328,Br. Santa Isabel,LOS MARTIRES,4.601562,-74.098184,Paradas SITP,#FDF202
329,Calle 127A,USAQUEN,4.707342,-74.048771,Paradas SITP,#FDF202
330,Urb. El pinar la Fragua II Etapa,SUBA,4.73572,-74.062456,Paradas SITP,#FDF202
331,CED El Salitre - Suba,SUBA,4.756913,-74.079366,Paradas SITP,#FDF202
332,Br. Centro Nariño,TEUSAQUILLO,4.626038,-74.090416,Paradas SITP,#FDF202
333,Portal de las Américas,KENNEDY,4.629782,-74.171751,Paradas SITP,#FDF202
334,Colegio Santiago de las Atalayas,BOSA,4.629481,-74.193039,Paradas SITP,#FDF202
335,Br. Venecia,TUNJUELITO,4.594029,-74.137882,Paradas SITP,#FDF202
336,Br. Cartagena,USME,4.523762,-74.118227,Paradas SITP,#FDF202
337,Br. Veraguas,LOS MARTIRES,4.60093,-74.096998,Paradas SITP,#FDF202
338,Br. El Pinar La Fragua,SUBA,4.73497,-74.062617,Paradas SITP,#FDF202
339,Br. Garcés Navas,ENGATIVA,4.715784,-74.118933,Paradas SITP,#FDF202
340,Br. Boyacá,ENGATIVA,4.684401,-74.097256,Paradas SITP,#FDF202
341,Br. Comuneros,PUENTE ARANDA,4.604885,-74.102866,Paradas SITP,#FDF202
342,Br. Villa de la Loma,KENNEDY,4.627091,-74.169702,Paradas SITP,#FDF202
343,Br. Kennedy Super Manzana 6,KENNEDY,4.615502,-74.151699,Paradas SITP,#FDF202
344,Br. La Laguna,TUNJUELITO,4.591868,-74.138496,Paradas SITP,#FDF202
345,Br. El Satélite,CIUDAD BOLIVAR,4.570473,-74.148924,Paradas SITP,#FDF202
346,Br. Barranquillita,USME,4.523612,-74.118016,Paradas SITP,#FDF202
347,Urb. La Laguna,PUENTE ARANDA,4.591332,-74.138603,Paradas SITP,#FDF202
348,Br. Ginebra Norte,USAQUEN,4.711607,-74.02954,Paradas SITP,#FDF202
349,Urb. Bosque de la Colina,SUBA,4.729982,-74.063677,Paradas SITP,#FDF202
350,Br. Salitre Suba,SUBA,4.754521,-74.080435,Paradas SITP,#FDF202
351,Br. Villas de Granada I,ENGATIVA,4.714857,-74.120352,Paradas SITP,#FDF202
352,Br. Palo Blanco,ENGATIVA,4.684471,-74.096692,Paradas SITP,#FDF202
353,Br. Villa Nelly,KENNEDY,4.625082,-74.169198,Paradas SITP,#FDF202
354,Br. El Centenario,RAFAEL URIBE URIBE,4.587158,-74.10751,Paradas SITP,#FDF202
355,Br. La Fortaleza,USME,4.520203,-74.117538,Paradas SITP,#FDF202
356,Br. Atenas,SAN CRISTOBAL,4.556324,-74.095612,Paradas SITP,#FDF202
357,Estación Marly,CHAPINERO,4.640342,-74.065584,Paradas SITP,#FDF202
358,Br. Lisboa,USAQUEN,4.713863,-74.032768,Paradas SITP,#FDF202
359,Urb. Aticos del Norte,SUBA,4.725477,-74.065448,Paradas SITP,#FDF202
360,Br. Tuna Alta,SUBA,4.75463,-74.080242,Paradas SITP,#FDF202
361,Corferias,TEUSAQUILLO,4.631316,-74.093289,Paradas SITP,#FDF202
362,Br. Tibaná,PUENTE ARANDA,4.609322,-74.108473,Paradas SITP,#FDF202
363,Multifamiliares Carimagua,KENNEDY,4.613548,-74.150479,Paradas SITP,#FDF202
364,Br. Fátima,TUNJUELITO,4.585421,-74.136664,Paradas SITP,#FDF202
365, Santa Lucía,RAFAEL URIBE URIBE,4.574037,-74.123824,Paradas SITP,#FDF202
366,Br. El Recuerdo,USME,4.520352,-74.117415,Paradas SITP,#FDF202
367,Br. Guacamayas I,SAN CRISTOBAL,4.556102,-74.095571,Paradas SITP,#FDF202
368,Br. Banco Central,TEUSAQUILLO,4.641279,-74.070945,Paradas SITP,#FDF202
369,Urb. La Colina Campestre,SUBA,4.723023,-74.066559,Paradas SITP,#FDF202
370,C.C. Rosales de Suba,SUBA,4.752583,-74.081418,Paradas SITP,#FDF202
371,Br. Garcés Navas Sur,ENGATIVA,4.71303,-74.122674,Paradas SITP,#FDF202
372,Parque Metropolitano Simón Bolívar,TEUSAQUILLO,4.652593,-74.093831,Paradas SITP,#FDF202
373,Av. Villavicencio,KENNEDY,4.619301,-74.164878,Paradas SITP,#FDF202
374,Estación Santa Lucía,RAFAEL URIBE URIBE,4.57092,-74.124877,Paradas SITP,#FDF202
375,Country Club,USAQUEN,4.714833,-74.039391,Paradas SITP,#FDF202
376,IED Tuna Alta Sede C,SUBA,4.753438,-74.08093,Paradas SITP,#FDF202
377,Br. Pablo VI,TEUSAQUILLO,4.649268,-74.089092,Paradas SITP,#FDF202
378,Br. Quinta Paredes,TEUSAQUILLO,4.632746,-74.094069,Paradas SITP,#FDF202
379,Br. Colón,PUENTE ARANDA,4.619504,-74.119259,Paradas SITP,#FDF202
380,Br. Ciudad Kennedy Sur,KENNEDY,4.617365,-74.163738,Paradas SITP,#FDF202
381,Conjunto Residencial La Rebeca,KENNEDY,4.610463,-74.148389,Paradas SITP,#FDF202
382,Br. Santa Isabel V Sector,LOS MARTIRES,4.597672,-74.106284,Paradas SITP,#FDF202
383,Estación Socorro,TUNJUELITO,4.564382,-74.125622,Paradas SITP,#FDF202
384,C.C. Galerías,TEUSAQUILLO,4.642057,-74.07519,Paradas SITP,#FDF202
385,Br. Las Villas,SUBA,4.715737,-74.069962,Paradas SITP,#FDF202
386,CAI El Pinar,SUBA,4.750215,-74.08276,Paradas SITP,#FDF202
387,Br. Ciudadela Colsubsidio,ENGATIVA,4.724109,-74.116635,Paradas SITP,#FDF202
388,Portal Eldorado,ENGATIVA,4.680811,-74.120165,Paradas SITP,#FDF202
389,Br. San Gabriel,PUENTE ARANDA,4.621135,-74.120963,Paradas SITP,#FDF202
390,Br. Pastrana,KENNEDY,4.616101,-74.163287,Paradas SITP,#FDF202
391,Parque Los Urapanes,KENNEDY,4.606143,-74.14558,Paradas SITP,#FDF202
392,Estación Consuelo,TUNJUELITO,4.561244,-74.124543,Paradas SITP,#FDF202
393,C.C. Santa Librada,USME,4.51483,-74.116388,Paradas SITP,#FDF202
394,Br. Bellavista Sur,SAN CRISTOBAL,4.551264,-74.090118,Paradas SITP,#FDF202
395,Br. Galerías,TEUSAQUILLO,4.642169,-74.076752,Paradas SITP,#FDF202
396,Avenida El Cortijo,ENGATIVA,4.72245,-74.120283,Paradas SITP,#FDF202
397,Pq. Quinta Paredes Paraíso,TEUSAQUILLO,4.63447,-74.095429,Paradas SITP,#FDF202
398,Br. La Pradera,PUENTE ARANDA,4.623418,-74.123187,Paradas SITP,#FDF202
399,Br. La Asunción,PUENTE ARANDA,4.604015,-74.101898,Paradas SITP,#FDF202
400,Br. La Campiña,KENNEDY,4.607163,-74.146123,Paradas SITP,#FDF202
401,Br. Sultana,ANTONIO NARIÑO,4.596157,-74.11038,Paradas SITP,#FDF202
402,Alcaldía Local de Tunjuelito,TUNJUELITO,4.556059,-74.1216,Paradas SITP,#FDF202
403,Br. Bellavista,SAN CRISTOBAL,4.551612,-74.090159,Paradas SITP,#FDF202
404,Br. Chicó Oriental,CHAPINERO,4.669698,-74.044502,Paradas SITP,#FDF202
405,Br. El Contador,USAQUEN,4.717704,-74.046573,Paradas SITP,#FDF202
406,Br. Bosques de San Jorge,SUBA,4.747047,-74.084283,Paradas SITP,#FDF202
407,Éxito Occidente,ENGATIVA,4.720956,-74.121592,Paradas SITP,#FDF202
408,Br. Primavera Occidental,PUENTE ARANDA,4.613328,-74.112231,Paradas SITP,#FDF202
409,Br. Brasilia La Estación,BOSA,4.602154,-74.182445,Paradas SITP,#FDF202
410,Br. La Fragua,ANTONIO NARIÑO,4.59584,-74.11039,Paradas SITP,#FDF202
411,IED Miguel de Cervantes,USME,4.511696,-74.115146,Paradas SITP,#FDF202
412,Pq. La Herradura,SAN CRISTOBAL,4.548516,-74.089044,Paradas SITP,#FDF202
413,Br. El Refugio,CHAPINERO,4.666544,-74.046,Paradas SITP,#FDF202
414,Av. Carrera 19,USAQUEN,4.71775,-74.047832,Paradas SITP,#FDF202
415,Humedal Córdoba,SUBA,4.704881,-74.065199,Paradas SITP,#FDF202
416,Cl 150A,SUBA,4.746522,-74.084465,Paradas SITP,#FDF202
417,C.C. Gran Estación,TEUSAQUILLO,4.645502,-74.103405,Paradas SITP,#FDF202
418,Br. El Vergel Oriental,KENNEDY,4.649535,-74.146525,Paradas SITP,#FDF202
419,Br. Jorge Gaitán Cortés,PUENTE ARANDA,4.607345,-74.106482,Paradas SITP,#FDF202
420,Br. La Estación,BOSA,4.602408,-74.18121,Paradas SITP,#FDF202
421,Br. Sierra Morena,CIUDAD BOLIVAR,4.578462,-74.166515,Paradas SITP,#FDF202
422,Embajada del Perú,CHAPINERO,4.662774,-74.048816,Paradas SITP,#FDF202
423,Urb. Nueva Autopista II Sector,USAQUEN,4.718814,-74.049908,Paradas SITP,#FDF202
424,Br. El Batán,SUBA,4.708228,-74.064427,Paradas SITP,#FDF202
425,CAMI Suba,SUBA,4.743024,-74.084561,Paradas SITP,#FDF202
426,Parque Bosques de Granada,ENGATIVA,4.71875,-74.123457,Paradas SITP,#FDF202
427,Villas del Dorado San Antonio,ENGATIVA,4.705,-74.127918,Paradas SITP,#FDF202
428,Imprenta Nacional de Colombia,TEUSAQUILLO,4.647342,-74.104939,Paradas SITP,#FDF202
429,Br. Ciudad Alsacia,FONTIBON,4.642659,-74.123979,Paradas SITP,#FDF202
430,C.R. La Capilla,BOSA,4.606354,-74.182957,Paradas SITP,#FDF202
431,CED. Ciudad Bolívar,CIUDAD BOLIVAR,4.578231,-74.166529,Paradas SITP,#FDF202
432,Plaza de Mercado Santa Librada,USME,4.509234,-74.114335,Paradas SITP,#FDF202
433,Pq. Bellavista Sur Oriental,SAN CRISTOBAL,4.550168,-74.087891,Paradas SITP,#FDF202
434,Br. La Estanzuela,LOS MARTIRES,4.600866,-74.089904,Paradas SITP,#FDF202
435,Colegio Sto. Tomas de Aquino,USAQUEN,4.718312,-74.049443,Paradas SITP,#FDF202
436,IED Juan Lozano,SUBA,4.738974,-74.084586,Paradas SITP,#FDF202
437,Br. Bosques de Granada,ENGATIVA,4.717904,-74.125945,Paradas SITP,#FDF202
438,Br. San Antonio Engativá,ENGATIVA,4.704875,-74.127891,Paradas SITP,#FDF202
439,Br. Galán,PUENTE ARANDA,4.616385,-74.11627,Paradas SITP,#FDF202
440,Pl. de Mercado Bosa Centro,BOSA,4.609762,-74.185087,Paradas SITP,#FDF202
441,Estación Perdomo,CIUDAD BOLIVAR,4.595537,-74.166687,Paradas SITP,#FDF202
442,Br. San Carlos,TUNJUELITO,4.564285,-74.128729,Paradas SITP,#FDF202
443,Pq. Bellavista,SAN CRISTOBAL,4.550198,-74.087984,Paradas SITP,#FDF202
444,IED Cristóbal Colón (Colegio María Inmaculada),USAQUEN,4.744581,-74.02216,Paradas SITP,#FDF202
445,Parque Córdoba,SUBA,4.703317,-74.065551,Paradas SITP,#FDF202
446, Sabana de Tibabuyes,SUBA,4.742127,-74.090963,Paradas SITP,#FDF202
447,Salón Comunitario Villas del Dorado,ENGATIVA,4.702578,-74.129894,Paradas SITP,#FDF202
448,Br. Capellanía,FONTIBON,4.663528,-74.117724,Paradas SITP,#FDF202
449,Estación Madelena,CIUDAD BOLIVAR,4.596106,-74.156648,Paradas SITP,#FDF202
450,Br. Buenos Aires,CIUDAD BOLIVAR,4.537959,-74.139827,Paradas SITP,#FDF202
451,Br. Sociego Sur,RAFAEL URIBE URIBE,4.573935,-74.100502,Paradas SITP,#FDF202
452,Br. Las Lomas,SAN CRISTOBAL,4.561236,-74.100958,Paradas SITP,#FDF202
453,Colegio María Inmaculada,USAQUEN,4.744006,-74.022149,Paradas SITP,#FDF202
454,Embajada de Francia,CHAPINERO,4.673951,-74.047957,Paradas SITP,#FDF202
455,CUN Sede Norte,USAQUEN,4.743459,-74.022453,Paradas SITP,#FDF202
456,Br. Niza,SUBA,4.706494,-74.07133,Paradas SITP,#FDF202
457,Villas de Alcalá,ENGATIVA,4.715481,-74.128538,Paradas SITP,#FDF202
458,Av. Gonzalo Ariza,ENGATIVA,4.702278,-74.129589,Paradas SITP,#FDF202
459,Centro Educativo Argelia,BOSA,4.612619,-74.18679,Paradas SITP,#FDF202
460,Estación La Sevillana,TUNJUELITO,4.595095,-74.148844,Paradas SITP,#FDF202
461,Br. La Cabrera,CHAPINERO,4.667417,-74.05188,Paradas SITP,#FDF202
462,SENA Usaquén,USAQUEN,4.728309,-74.024563,Paradas SITP,#FDF202
463,Br. Ilarco,SUBA,4.701198,-74.068071,Paradas SITP,#FDF202
464,Urb. Morato,SUBA,4.698776,-74.069939,Paradas SITP,#FDF202
465,Villas de Granada,ENGATIVA,4.715327,-74.128107,Paradas SITP,#FDF202
466,Br. Santa Cecilia,FONTIBON,4.666975,-74.12057,Paradas SITP,#FDF202
467,IED Isabel II,KENNEDY,4.635193,-74.152527,Paradas SITP,#FDF202
468,Centro Comunitario Bosa,BOSA,4.597833,-74.180484,Paradas SITP,#FDF202
469,Estación Venecia,TUNJUELITO,4.595343,-74.141453,Paradas SITP,#FDF202
470,Br. Gustavo Restrepo,RAFAEL URIBE URIBE,4.575467,-74.1025,Paradas SITP,#FDF202
471,Kr 8,CHAPINERO,4.648182,-74.060454,Paradas SITP,#FDF202
472,Br. Ibiza,USAQUEN,4.73498,-74.024194,Paradas SITP,#FDF202
473,Br. Andes Norte,SUBA,4.690382,-74.065833,Paradas SITP,#FDF202
474,Instituto Divino Niño,ENGATIVA,4.700326,-74.130868,Paradas SITP,#FDF202
475,Pq. Empresarial La Cofradía,FONTIBON,4.679187,-74.132023,Paradas SITP,#FDF202
476,Br. Ciudad Techo II,KENNEDY,4.637711,-74.154536,Paradas SITP,#FDF202
477,Hsp. Pablo VI Bosa,BOSA,4.597897,-74.17931,Paradas SITP,#FDF202
478,Estación Alquería,TUNJUELITO,4.594133,-74.13473,Paradas SITP,#FDF202
479,Br. San José Sur,RAFAEL URIBE URIBE,4.575275,-74.101893,Paradas SITP,#FDF202
480,Clínica del Niño,CHAPINERO,4.651562,-74.062045,Paradas SITP,#FDF202
481,Br. Segundo Contador,USAQUEN,4.71382,-74.028921,Paradas SITP,#FDF202
482,Urb. Lagos de Córdoba,SUBA,4.705699,-74.070794,Paradas SITP,#FDF202
483,Urbanización Bolivia Sector Occidental IV - V -VI,ENGATIVA,4.71626,-74.113573,Paradas SITP,#FDF202
484,Br. J.J. Vargas,BARRIOS UNIDOS,4.670612,-74.082652,Paradas SITP,#FDF202
485,Br. San José De Fontibón,FONTIBON,4.684825,-74.134646,Paradas SITP,#FDF202
486,Br. El Rincón de los Ángeles,KENNEDY,4.637271,-74.139569,Paradas SITP,#FDF202
487,Br. Gualoche,BOSA,4.600709,-74.18179,Paradas SITP,#FDF202
488,Portal 20 de Julio,SAN CRISTOBAL,4.563312,-74.097377,Paradas SITP,#FDF202
489,C.C. Hacienda Santa Bárbara,USAQUEN,4.692588,-74.033382,Paradas SITP,#FDF202
490,Avenida Pepe Sierra,SUBA,4.69919,-74.06964,Paradas SITP,#FDF202
491,Humedal Juan Amarillo,SUBA,4.71929,-74.094104,Paradas SITP,#FDF202
492,Urbanización Bolivia Sector Occidental II - III,ENGATIVA,4.71426,-74.114693,Paradas SITP,#FDF202
493,Pq. J.J. Vargas,BARRIOS UNIDOS,4.670184,-74.082373,Paradas SITP,#FDF202
494,Pq. Deportivo Castilla,KENNEDY,4.637522,-74.139349,Paradas SITP,#FDF202
495,Colegio Colombo Japonés,BOSA,4.601023,-74.180856,Paradas SITP,#FDF202
496,Urb. El Claret,TUNJUELITO,4.588184,-74.138094,Paradas SITP,#FDF202
497,Br. Quintas del Sur,CIUDAD BOLIVAR,4.548088,-74.137253,Paradas SITP,#FDF202
498,Br. Santa Ana,USAQUEN,4.689187,-74.034468,Paradas SITP,#FDF202
499,Estación Suba - Calle 100,SUBA,4.690057,-74.065311,Paradas SITP,#FDF202
500,Br. Rincón de Suba,SUBA,4.720293,-74.095314,Paradas SITP,#FDF202
501,Br. Garcés Navas Oriental,ENGATIVA,4.712306,-74.115583,Paradas SITP,#FDF202
502,Pq. Distrital Salitre,BARRIOS UNIDOS,4.661543,-74.087423,Paradas SITP,#FDF202
503,Urb. Parque Afir,FONTIBON,4.686938,-74.133049,Paradas SITP,#FDF202
504,Br. Montes,PUENTE ARANDA,4.613005,-74.112383,Paradas SITP,#FDF202
505,Br. La Amistad Bosa,BOSA,4.603999,-74.183287,Paradas SITP,#FDF202
506,Br. Sotavento,CIUDAD BOLIVAR,4.544482,-74.137689,Paradas SITP,#FDF202
507,Br. Charalá,USME,4.500934,-74.106239,Paradas SITP,#FDF202
508,La Y,SAN CRISTOBAL,4.550336,-74.086461,Paradas SITP,#FDF202
509,Br. Colombia,BARRIOS UNIDOS,4.66224,-74.066179,Paradas SITP,#FDF202
510,Clínica Reina Sofía,USAQUEN,4.705883,-74.050755,Paradas SITP,#FDF202
511,C.C. Puente Largo,SUBA,4.693578,-74.067125,Paradas SITP,#FDF202
512,Br. Lech Walesa,SUBA,4.729069,-74.100929,Paradas SITP,#FDF202
513,IED el Jazmín,PUENTE ARANDA,4.615068,-74.113422,Paradas SITP,#FDF202
514,Br. La Camelia,PUENTE ARANDA,4.608332,-74.118274,Paradas SITP,#FDF202
515,Br. Bosa Las Terrazas,BOSA,4.605182,-74.182384,Paradas SITP,#FDF202
516,Br. Rincón de Venecia,TUNJUELITO,4.592054,-74.145555,Paradas SITP,#FDF202
517,Br. Chapinerito,USME,4.504289,-74.104344,Paradas SITP,#FDF202
518,Pq. Nueva España,SAN CRISTOBAL,4.550993,-74.086313,Paradas SITP,#FDF202
519,Iglesia Siervas de María,BARRIOS UNIDOS,4.66422,-74.068571,Paradas SITP,#FDF202
520,Br. Cedro Narváez,USAQUEN,4.720444,-74.032582,Paradas SITP,#FDF202
521,Br. Gilmar,SUBA,4.743825,-74.065297,Paradas SITP,#FDF202
522,Lech Walesa,SUBA,4.729104,-74.101175,Paradas SITP,#FDF202
523,Estación Tv  86,KENNEDY,4.634321,-74.15276,Paradas SITP,#FDF202
524,Urb. Buenavista,CIUDAD BOLIVAR,4.540679,-74.138152,Paradas SITP,#FDF202
525,Br. Chicó Sur,USME,4.504298,-74.104587,Paradas SITP,#FDF202
526,Bosque de Los Alpes,SAN CRISTOBAL,4.548019,-74.083951,Paradas SITP,#FDF202
527,Br. Chapinero Norte,CHAPINERO,4.651043,-74.063639,Paradas SITP,#FDF202
528,Br. Cedritos,USAQUEN,4.718203,-74.032645,Paradas SITP,#FDF202
529,Colegio Agustiniano Norte,SUBA,4.699559,-74.071392,Paradas SITP,#FDF202
530,C.C. Diver Plaza Álamos,ENGATIVA,4.699273,-74.1155,Paradas SITP,#FDF202
531,Pq. Zonal Atahualpa,FONTIBON,4.688757,-74.144463,Paradas SITP,#FDF202
532,Estación Biblioteca Tintal,KENNEDY,4.638358,-74.155502,Paradas SITP,#FDF202
533,Zona Recreativa La Avenida Bosa,BOSA,4.607054,-74.184676,Paradas SITP,#FDF202
534,Br. La Reforma,USME,4.499101,-74.106869,Paradas SITP,#FDF202
535,Br. María Paz,KENNEDY,4.638689,-74.155752,Paradas SITP,#FDF202
536,C.C. Lourdes,CHAPINERO,4.649207,-74.062529,Paradas SITP,#FDF202
537,Calle 140,USAQUEN,4.718415,-74.032329,Paradas SITP,#FDF202
538,Br. San Nicolás,SUBA,4.699174,-74.073653,Paradas SITP,#FDF202
539,Br. Molinos del Viento,ENGATIVA,4.707538,-74.117972,Paradas SITP,#FDF202
540,Pq. Álamos,ENGATIVA,4.699178,-74.114359,Paradas SITP,#FDF202
541,Br. Las Dos Avenidas,KENNEDY,4.636944,-74.13847,Paradas SITP,#FDF202
542,Colegio Inmaculado Corazón de María,BOSA,4.609812,-74.18628,Paradas SITP,#FDF202
543,Br. Rafael Escamilla,CIUDAD BOLIVAR,4.59414,-74.161919,Paradas SITP,#FDF202
544,Br. El Minuto de María,CIUDAD BOLIVAR,4.534891,-74.141463,Paradas SITP,#FDF202
545,Hsp. San Cristóbal,SAN CRISTOBAL,4.545629,-74.083653,Paradas SITP,#FDF202
546,Estación Calle 63,TEUSAQUILLO,4.649583,-74.065141,Paradas SITP,#FDF202
547,Instituto Pedagógico Nacional,USAQUEN,4.704251,-74.033031,Paradas SITP,#FDF202
548,Br. Pasadena,SUBA,4.689647,-74.062819,Paradas SITP,#FDF202
549,Fundación Clínica Shaio,SUBA,4.698775,-74.074418,Paradas SITP,#FDF202
550,El Madrigal,ENGATIVA,4.705264,-74.110979,Paradas SITP,#FDF202
551,Los Ángeles,ENGATIVA,4.695255,-74.117637,Paradas SITP,#FDF202
552,Br. El Refugio - La Zelfita,FONTIBON,4.691531,-74.14705,Paradas SITP,#FDF202
553,Kr 72A,KENNEDY,4.637107,-74.137979,Paradas SITP,#FDF202
554,Br. La Esperanza de Usme,USME,4.493939,-74.108524,Paradas SITP,#FDF202
555,Kr 15,TEUSAQUILLO,4.640715,-74.067808,Paradas SITP,#FDF202
556,Clínica General de la 100,SUBA,4.689123,-74.062666,Paradas SITP,#FDF202
557,Br. Potosí,SUBA,4.698803,-74.075793,Paradas SITP,#FDF202
558,París,ENGATIVA,4.703928,-74.109491,Paradas SITP,#FDF202
559,Florida Blanca,ENGATIVA,4.694739,-74.116157,Paradas SITP,#FDF202
560,Br. Villa Mayor,ANTONIO NARIÑO,4.591109,-74.126275,Paradas SITP,#FDF202
561,Br. Puerta al Llano Rural,USME,4.493905,-74.108061,Paradas SITP,#FDF202
562,Br. Altamira,SAN CRISTOBAL,4.541247,-74.083733,Paradas SITP,#FDF202
563,Avenida Alberto Lleras Camargo,CHAPINERO,4.63991,-74.06393,Paradas SITP,#FDF202
564,Br. Puente Largo,SUBA,4.692293,-74.062804,Paradas SITP,#FDF202
565,AC 72,ENGATIVA,4.702211,-74.113609,Paradas SITP,#FDF202
566,Brisas Aldea Fontibón,FONTIBON,4.693733,-74.160784,Paradas SITP,#FDF202
567,Av. Centenario,FONTIBON,4.64932,-74.125975,Paradas SITP,#FDF202
568,Br. Villa Mayor Oriental,ANTONIO NARIÑO,4.591402,-74.126287,Paradas SITP,#FDF202
569,Br. Puente Colorado,SAN CRISTOBAL,4.541558,-74.083659,Paradas SITP,#FDF202
570,Comfenalco,CHAPINERO,4.639689,-74.063884,Paradas SITP,#FDF202
571,Urbanización Recodo del Country,USAQUEN,4.708008,-74.032929,Paradas SITP,#FDF202
572,Parroquia Santo Domingo Savio,SUBA,4.693243,-74.062591,Paradas SITP,#FDF202
573,Altos de Chozica,SUBA,4.731358,-74.086716,Paradas SITP,#FDF202
574,Los Álamos Sector Industrial,ENGATIVA,4.693649,-74.118958,Paradas SITP,#FDF202
575,Br. Brisas Aldea Fontibon,FONTIBON,4.69384,-74.160447,Paradas SITP,#FDF202
576,Estación Sevillana,KENNEDY,4.595375,-74.148303,Paradas SITP,#FDF202
577,Br. El Líbano,USME,4.506494,-74.106634,Paradas SITP,#FDF202
578,Quebrada Chiguaza,SAN CRISTOBAL,4.537481,-74.083661,Paradas SITP,#FDF202
579,Br. Ricaurte,LOS MARTIRES,4.604348,-74.094808,Paradas SITP,#FDF202
580,Avenida Calle 147,USAQUEN,4.729159,-74.045299,Paradas SITP,#FDF202
581,IED Villa Elisa,SUBA,4.728512,-74.088329,Paradas SITP,#FDF202
582,Br. El Cortijo,ENGATIVA,4.728289,-74.120295,Paradas SITP,#FDF202
583,Patio Único Particular,ENGATIVA,4.685669,-74.123793,Paradas SITP,#FDF202
584,Estación Banderas,KENNEDY,4.631477,-74.14421,Paradas SITP,#FDF202
585,Br. Patio Bonito II,KENNEDY,4.638137,-74.16567,Paradas SITP,#FDF202
586,Pquia. Inmaculado Corazón de María,RAFAEL URIBE URIBE,4.584525,-74.127576,Paradas SITP,#FDF202
587,Parque Estadio Olaya Herrera,RAFAEL URIBE URIBE,4.583803,-74.10932,Paradas SITP,#FDF202
588,Br. Tenerife,USME,4.505537,-74.114731,Paradas SITP,#FDF202
589,Urb. La Palma I,SUBA,4.728869,-74.088141,Paradas SITP,#FDF202
590,Br. Villa Magdala,USAQUEN,4.737183,-74.04567,Paradas SITP,#FDF202
591,Villa Alcázar,SUBA,4.724628,-74.089068,Paradas SITP,#FDF202
592,Pq. Empresarial Puerta del Sol,ENGATIVA,4.685954,-74.122626,Paradas SITP,#FDF202
593,Estación Mandalay,KENNEDY,4.631186,-74.141047,Paradas SITP,#FDF202
594,Br. Claret,RAFAEL URIBE URIBE,4.582214,-74.126765,Paradas SITP,#FDF202
595,Br. El Virrey,USME,4.505639,-74.114534,Paradas SITP,#FDF202
596,Pq. Los Pinares,SAN CRISTOBAL,4.533949,-74.085075,Paradas SITP,#FDF202
597,Urb. La Manuelita,SUBA,4.723891,-74.089284,Paradas SITP,#FDF202
598,Centro de Abastos del Norte,USAQUEN,4.75707,-74.025164,Paradas SITP,#FDF202
599,Br. Mónaco,SUBA,4.699266,-74.062564,Paradas SITP,#FDF202
